,author,body,date,helpful,rating,title
1872,['Amazon Customer'],"['The Pressure Cooker work very well for the first couple of months. I zero issues and worked as advertised, however one day it just wouldn\'t  pressurize. I pulled out the ""so called""  manual to research some troubleshooting tips and found nothing! I called the phone number in the manual and spoke with the most ill informed operator I have ever spoken with at any company. All she could do was take an order for a new one or refer me to the 60 warranty in the manual.', ""Sad that the product worked so well for about 10 uses to nothing and no was to troubleshoot. It could be an easy fix, I just don't know. I wont purchase another for only 10 uses and will have to research another product.""]","['on April 26, 2016']",[],['2.0 out of 5 stars'],['Only pressurized for about 10 uses and no troubleshooting options!']
1873,['Catherine Thompson'],"['I just read somewhere that this item is not safe to use as a canner because it does not provide enough pressure to can in . sad but true ...usda guidelines . this cooker is awesome for cooking meats , vegetables, potatoes , hard boiled eggs .']","['on April 29, 2016']",['\n      2 people found this helpful.\n    '],['3.0 out of 5 stars'],['good but not for use as a canner']
1874,['A. K. Kruska'],"[""The product worked as expected for me but I am also having trouble getting the baked on food off the bottom. One reviewer suggested that we didn't season the pan according to the directions. Well I went back and retread the directions. Nowhere does it say to season the pot."", ""As for the recipes and directions, I'm frustrated there. I have the 6QT PPC. The recipes included are all for a 10QT machine and the instructions say to go to the website for 6 or 8QT recipe conversions. How hard is it to print an 8 page cookbook for the size machine you get?"", 'Anyway, went to the website and decided on the pork chops. Butter and Flour are listed in the ingredients but nowhere in the directions do you add these.']","['on December 26, 2015']",['\n      2 people found this helpful.\n    '],['2.0 out of 5 stars'],['Poor Supporting Materials']
1875,['DeAnn Fieselman'],"[""Purchased this with canning to be a main function. Unless you are at sea level, forget about canning. The chicken wing recipe isn't that great either. Looks good on the commercial; false advertising.☹️""]","['on May 16, 2016']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],"[""The chicken wing recipe isn't that great either. Looks good on the commercial""]"
1876,['Ronald Toles'],"[""This appliance gets used at least three times a week.  If you want a fast, nutricious meal in minutes, whether it is steaming vegetables, cooking rice, or tendering  meat, this item does it all.  Even novice chefs can appreciate it's versitility.  Recommended for every kitchen.""]","['on August 25, 2015']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['Recommended for every kitchen']
1877,['WilliamEast'],"[""Lost all my respect for Eric Theiss, The instruction manual's are worthless and the times they tell you it takes to cook don't include the warm-up time.  If you add the amount of liquid they say it comes out as a slush no matter what you're cooking if you don't put enough liquid It burns and sticks to the pot. I should have done more research and not trust the infomercial, but it looked simple and I couldn't see all the hidden problems, there's a lot of trial and error if you are patient and experiment you might be able to make this a useful product so let the buyer beware as usual.""]","['on November 29, 2014']",['\n      41 people found this helpful.\n    '],['2.0 out of 5 stars'],"[""there's a lot of trial and error if you are patient and experiment you might be able to make this a useful product so let the bu""]"
1878,['MARJORIE MCGARVA'],"[""To those of you who think you can't steam blue crabs in this wonderful machine, think again!  I set it to steam 9 blue crabs in my 6 quart cooker and it took 30 mins.  Perfection!  They came out perfect.  Did not have a can of beer to put in for the liquid for I used water; sprinkled my crabs with salt and Old Bay seasoning and put the pressure to it.  They came out AMAZING!  Who would have thought?  Try it.  I did my crabs in 2 batches.  I had 8# of crabs in all.""]","['on July 15, 2017']",[],['5.0 out of 5 stars'],['Steam Blue Crabs!  Yahoo!']
1879,['Christina'],"['The lifetime warranty is a scam. Claims there is a lifetime warranty, but the claim is BOGUS!!! I have a defective seal on the valve and asked for a replacement part and was told it would need to be purchased. I DO NOT RECOMMEND this product if it is this poor of quality and you have to pay $10-$30 for replacement parts that are as simple as a rubber gasket. IF I COULD GIVE A ZERO I WOULD!!!! VERY UNHAPPY WITH THE PRODUCT AND SERVICE!!!']","['on May 9, 2017']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['WARRANTY SCAM']
1880,['R. Ramirez'],['I have the 6 Qt. model and I love it. The only bad thing I have to say about the product is that the non stick cooking pot is very cheap and thin. The coating is starting to peel as well and I have only used it like 10 time.'],"['on November 7, 2015']",['\n      3 people found this helpful.\n    '],['4.0 out of 5 stars'],"['Cooks great, but the cooking pot is cheap and coating comes off']"
1881,['jbd'],['Great for canning for small family.  Would recommend'],"['on September 9, 2016']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1882,['Brenda Smith'],"[""I used this 3 times and my pressure lid fell apart. The seller or amazon did not  make it right even though I just wanted a new lid because I was out of my 60 day warranty.  I didn't use it every day but with 3 uses and over 60 days, I was out of luck. Creative Innovations did not stand behind their product.""]","['on June 7, 2017']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['I used this 3 times and my pressure lid fell ...']
1883,['Paula T'],"[""This is my second power pressure cooker.  My first one quit working for some reason, I didn't want to be bothered with returning it.  I waited almost a year before purchasing a new one.  I have enjoyed it so much and am glad i bought another one.""]","['on March 28, 2017']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['I have enjoyed it so much and am glad i bought another ...']
1884,['Amazon Customer'],['Worked 3 times with no problems(canning). After the 3rd time the Lcd screen and buttons all have condensation behind them. Cooker will not build pressure anymore. I have tried all the trouble shooting possible with no success.'],"['on October 17, 2016']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],['Worked 3 times with no problems(canning). After the 3rd ...']
1885,['Kahuna'],"[""For my first test run I cooked 4 lbs of short ribs.  5 minutes prep.  10 minutes pressurizing, then 30 minutes cooking.  Afterwards I grilled on the barbecue for another 5 minutes.  The meat was falling off the bone and incredibly moist.  The sauce penetrates the meat all the way through.  Can't wait to take to the family barbecue this summer..""]","['on April 9, 2017']",[],['5.0 out of 5 stars'],['Makes me look like a chef!!']
1886,['Amazon Customer'],['most amazing cooker ever  i can use it and im not a cook'],"['on May 21, 2017']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['most amazing cooker ever i can use it and im not ...']
1887,['K.Allen!!'],"[""Got this product as a gift; worked only once.  Thereafter keeps getting E4 Code.  Only has a 60 day warranty, but didn't use the product until after the 60 day warranty expired.  Customer service is absolutely no help; manual says customer service 24/7; but when you call, they are a 9-5 company, so if you are making dinner and have a question, you're out of luck.  The company will not replace the product.  Additionally, the manual does not indicate what the error codes are and how to clear them.  The pressure valve is flimsy and wobbly.  Saw the price on the website; not worth the money.""]","['on November 6, 2016']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['SAVE YOUR MONEY!']
1888,['Blake Smith'],"[""I love my unit! I've done several meals in it. Low country boil, pork chops, beef roast and brunswick stew. All cook in a fraction of the time it would normally take and the flavors are unbelievable. A 4 lb sirloin tip beef roast falling apart tender and full of flavor in less than 2 hours. I purchased another for friends and expect to be giving them as gifts this year! Cleanup is a breeze too!""]","['on March 15, 2015']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['I love my unit']
1889,['Leonn Wilcox'],"['FYI,', 'This is the review I will be giving the power cooker from this point on :', 'Purchased in April 2015  / over pressure problem by Dec / 2015', ""Can't have just the lid replaced in Canada??? but yet they shipped it to me in Canada.  Warranty is only good against manufacture defects for 60 Days... Web site is a bit misleading there as it says  60 day money back guarantee.  I would not have thought this meant 60 days defect warranty, I thought that was its satisfaction guarantee!  I really did like the pot but never thought for the money I paid it would not last even a year!!!! I purchased the extra seals and an extra insert pot that is now useless without the cooker!!!  Would not recommend only because of the warranty period!!!!  and the Customer service received.""]","['on January 12, 2016']",[],['1.0 out of 5 stars'],['Warranty is only good against manufacture defects for 60 Days']
1890,['Retired EE'],"[""Only goes to 7.2 psi in program so after 45 min pot roast fat is not reduced, not falling apart. Gasket retains smell even after using vin. Worthless product does not work as well as a cheap stovetop. I'm returning it. Its just a rice cooker with a low pressure feature, worthless to me.""]","['on July 24, 2016']",['\n      One person found this helpful.\n    '],['2.0 out of 5 stars'],['Only goes to 7. 2 psi in program so ...']
1891,['Tamara S. Harden'],"['YOU  CAN NOT SAFELY USE THESE TO PRESSURE CAN IN!!  False advertisement.', 'http://www.hippressurecooking.com/consumer-alert-no-pressure-canning-in-un-tested-multi-cookers/', ""That being said, I like this appliance for what it is, an electric pressure cooker.  I found myself like most folks on here, not sure of how to use it, as the 'cookbook' that came with it was pretty much just a few recipes.  I did find a wonderful pressure cooker cookbook here on Amazon, and I would suggest you purchase something along these lines.  This author has been using electric pressure cooking for years, and her book is full of helpful hints, and tons of recipes.  I have found it to be invaluable.  Just even in the rice section.  I was at a loss with the instructions that came with, but in this book, it's all perfectly laid out.  The book is available here on Amazon 'hip pressure cooking'.  If you are wanting to get the most use out of your newly purchased appliance, you would do yourself a favor and pick up something similar to this book to go along with it.  http://www.amazon.com/Hip-Pressure-Cooking-Fresh-Flavorful-ebook/dp/B00IWUI6HY/ref=sr_1_1?ie=UTF8&qid=1417038852&sr=8-1&keywords=hip+pressure+cooking""]","['on November 26, 2014']",['\n      78 people found this helpful.\n    '],['1.0 out of 5 stars'],['false advertisement - you can NOT pressure can in this.  Not proven safe.']
1892,['keith woods'],"[""At first, I loved my cooker. But, only after a few times, my cooker started sticking on the bottom. Then, only a short time later, it began not working right. It won't lock & build up pressure to get the timer to work. Very dissatisfied.""]","['on October 15, 2017']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['Dissatisfaction of cooker...']
1893,['Amazon Customer'],"['Love this product! Very easy clean ups. The buttons seem easy to follow, however using them correctly in a certain recipe makes it difficult. Makes dinners easy prep and less time on your feet. I put a fully frozen chicken with about 1cup of broth inside and with in 30min. It came out falling apart, so tender! If you have a busy family and want more home cooked meals instead of fastfood, this is the tool for you.']","['on February 14, 2018']",[],['4.0 out of 5 stars'],['Love this product']
1894,['AM Coleman'],"[""I did NOT purchase this on Amazon, it was a gift. However, I wanted to share my experience. I had the same glitch that is so common with this, I had the seal facing the wrong way and wasn't able to achieve full pressure while attempting to set this up. Once I got my glasses out and was able to see where the writing was located on the lid seal, I spun it around and was good to go."", ""I am a trained chef - shortcuts aren't something I aspire to, but I'm also a working mom of 7 and shortcuts are a must. This thing is awesome. Chili in 15 minutes that tasted as if it had been cooked for hours, the most tender Swiss steak ever, pork and sauerkraut, bolognese ... these are just a few things I made in my first two weeks owning this."", ""That being said, the non-stick surface is iffy after browning meats (I've had some sticking and difficulty cleaning) and really check ratios of liquid to food or you'll have soup every time! Other than that, I'm in love and this will get a thorough workout in my household!""]","['on January 20, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Just What I Expected']
1895,['crazy momo'],"['The pressure cooker itself is a good product I assume, but just because of the poor customer service, I am returning the pressure cooker without even having used it. Call the number and you are connected to India, where the rep is condescending, rude, and totally useless in answering any questions.', 'My question was that my husband purchased a 10 quart machine so that I could use it for canning. Quart jars will not fit in it! So we went to a local store with my canning jar in hand, opened up a 6 quart pressure pro, and the jar fits!! The lid of the 6 quart is concaved indide, the lid off the 10 quart is not, it\'s flat inside. So I called the company. I explained this to the rep, and he started tearing me like I was stupid. ""How can that be? You are wrong"" so I said it again, and asked if the lid off the 8 quart is flat or concave. He asked his supervisor and came back and told me all the lids are the same. No, they are not!!! They have no idea what they are talking about. They couldn\'t even look because they don\'t have the products there in India!! When I call a company for help, I want an English speaking, knowledgable, nice helpful person on the other end of the phone.']","['on December 22, 2015']",['\n      3 people found this helpful.\n    '],['1.0 out of 5 stars'],['Horid customer service']
1896,['Funke'],"[""Wow! I watched the infomercial for this product for over a year and finally got one. I've only made split pea soup on pressure cooker mode and chicken stew on the crock pot setting. I love the idea of an electrical pressure cooker with a timer so I don't have to watch it and listen to it. My split pea soup cooked fully in 20 minutes, how miraculous and delicious. The best part is having about five appliances in one, it's sleek and saves space. The only con is the Teflon nonstick coating which doesn't seem very healthy.""]","['on April 14, 2016']",[],['5.0 out of 5 stars'],['I love the idea of an electrical pressure cooker with a ...']
1897,['Amazon Customer'],"['I bought this cooker. Used it twice. One to break it in as instructed. Seemed ok. Then I cooked  a pork roast, followed the online recipe from power cooker.', 'Things went bad. First, after it heated to pressure, it error beeped and quit. I reset it, it did it again. Reset it one more time, and it started cooking. Then it went nuts. It got so hot, I thought it was going to explode. I unplugged it. After it cooled I dumped the contents in the trash, and the remaining food was just fused to the bottom and the sides. It was a burnt horror. And this was a non-stick pot.', 'So, I looked at the warranty, 60 days, and they want you to pay $25.00 for repair/replacement.', 'nope. I took it back to the store and exchanged it for the exact same model.', 'This one was improved. But it undercooked. by quite a bit per advertised times. I can live with that ok...I can adjust my cooking times to make it work.', ""I've used it four times now, and there were no real problems to report."", ""However, after the last meal, the non-stick pot isn't so non-stick. I used olive oil and food still burnt to the bottom, heavy cleaning got most of it off, but a lot was still there."", 'This morning, I noticed the was rust in the bottom.', ""That's it. I've had enough."", 'I took it back to the store for a refund, and have now bought an instant pot cooker.', ""I'm very disappointing in this product. I would NOT recommend it to anyone. Just poor quality.""]","['on November 15, 2016']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['Power cooker poor product.']
1898,['janice shanks'],"[""these pressure cookers do not allow you to change the cooking time.  Cook's essentials allows you to increase minute by minute either up or down according to what veggie you may be cooking.  Purchased the power cooker pcwal1 from Walmart and in talking to the customer rep found out that even the more expensive model does not allow time change.  Such a disappointment.  Just purchased so I am returning it today.  Cook's essentials however do not last but a few years.  I have been using pressure cookers my whole adult life.""]","['on August 11, 2017']",[],['2.0 out of 5 stars'],['Such a disappointment. Just purchased so I am returning it today']
1899,['L Ransom'],['Works great!! We have made pasta dishes to rice pudding to ribs and all absolutely DELISH!'],"['on December 12, 2016']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1900,['greenthings'],"['I bought the 10 quart model directly from the manufacturer, not through Amazon.  Ordered it online on 11/2/15, received shipping confirmation the next day and it was on my doorstep on Thursday 11/5/15 without any special shipping requests.  Followed directions for first use and then proceeded to cook a 3 lb chicken with veggies.  It takes 20-25 minutes to build up pressure but then the chicken cooked perfectly in 15 minutes (meat falling off the bone).  I want to do a small Thanksgiving turkey this way and I thought this would be a good practice run.  Very happy with product.  Looking forward to trying other recipes.']","['on November 8, 2015']",[],['5.0 out of 5 stars'],['Fast shipping/worked great.']
1901,['Jerri Bickel'],"['I bought this pressure cooker here and was excited to receive it.  I did read a couple reviews about the pressure/steam knob not working.  I used this 3 times, then the knob did not work anymore.  The last time the knob did not work at all and the pressure cooker never did turn off.  I had to turn the lid to release the steam.  All was overcooked.  Amazon was good about sending a return label - but I have to pay for the shipping.  It seems to me that since this was defective, they should pay the return shipping.  But they are refunding the purchase price.  I would have liked to just receive a new lid.']","['on July 27, 2017']",[],['2.0 out of 5 stars'],"[""Pressure/steam knob doesn't work""]"
1902,['D. Kuhn'],"['seems to work well but does not come with enough information (instruction) to make operation easy; as in using the timer, when to to start and stop timer since lid does not pressurize right away etc.']","['on January 20, 2016']",['\n      2 people found this helpful.\n    '],['3.0 out of 5 stars'],['... not come with enough information (instruction) to make operation easy; as in using the timer']
1903,['IamBeth'],"['We initially loved this product,  However, after approximately six months, the stem that holds the rubber gasket piece broke off.  The manufacturer warranty is only SIXTY DAYS. They would not replace it and it costs $30 (plus shipping I assume) for a new lid.  We will buy a different model by another manufacturer to replace this one.']","['on December 29, 2015']",['\n      One person found this helpful.\n    '],['2.0 out of 5 stars'],['Beware - the warranty is only 60 days!']
1904,['Amazon Customer'],"['I did not buy my Power Pressure Cooker  XL from Amazon. I  was sucked in by the infomercial. The product hasn\'t worked since we got it. Steam just spews out it the entire time no matter what we had tried to cook. So it never gets up to the temperature to cook. We did research trying to fix the problem but nothing worked. We called Power Pressure Cooker representative to discuss problem because we were still paying payments and  it was within warranty and the rep said we would have to pay $24.95 for a new lid and another $24.95 to have it shipped back!!!  That is another $n their defective product.  The rep would not connect us with a manager and when I went on their direct website to ""chat live"" nobody would respond to message. SAVE YOUR MONEY IT IS AN ABSOLUTE SCAM.']","['on February 16, 2017']",[],['1.0 out of 5 stars'],['I was sucked in by the infomercial']
1905,['Patrick Brent Roark'],"[""I really don't understand the negative reviews.  It's a pressure cooker.  If you bought it expecting more then you will be disappointed.  I grew up with a stove top pressure cooker and use one on a frequent basis.  The convenience of the Power Pressure Cooker is great.  Browning a roast is a snap and due to the design you don't have to worry about all of the liquid evaporating before your food is done.  Haven't had it very long but so far very pleased.  Clean up was very easy.""]","['on April 26, 2015']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['If you bought it expecting more then you will be disappointed. I grew up with a stove top pressure ...']
1906,['Tammi'],"[""I bought the 10 quart power pressure cooker and at first I loved it. I used it 4 times with no problems and on the fifth time I went to go use it there was no power to it at all, it wouldn't even turn on. The customer service is horrible. The warrenty is only 30 days, who uses a cooker more than a few times in 30 days?!?! I spent almost $200 on this and it was a waste of money and I will defer people from buying it and never suggest it to anyone. Horrible product, horrible customer service! Used 4 times and it needs a new mother board because it over heated?!?!""]","['on April 5, 2018']",[],['1.0 out of 5 stars'],['Waste of money']
1907,['w'],"[""Decent item. More complicated than I expected for a pressure cooker. Takes longer than the instructions say it should take to pressurize (lime twice as long). Also, my canning rack that came with this item doesn't actually fit in the inner pot. The canning rack is also made of some cheap metal and has already changed colors due to the heat.""]","['on October 17, 2016']",['\n      2 people found this helpful.\n    '],['2.0 out of 5 stars'],['Decent item. More complicated than I expected for a ...']
1908,['Lisa Meadows'],"['I had used this product over and over again.  Every think I have cooked has turned out to perfection.  It is also great for blanching corn for freezing in a short period of time.  I work a 12 hour day, most days.  Since we are home later, it is very hard to start good healthy meals so we found ourselves eating take out most days.  This is a good product if you want good food quickly at home.']","['on July 11, 2015']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Very happy with this purchase....I feel like I have already got my money back']
1909,['Silverfox'],"['Love, love, love this unit. I highly recommend it if you want a really quick meal.']","['on August 27, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1910,['Michael'],['Inner pot is NOT good quality. Customer service gave me a very hard time in wanting to replace the inner pot. I asked to speak with a supervisor. I expect a quality product when spending close to a hundred dollars on one item..'],"['on November 15, 2014']",['\n      22 people found this helpful.\n    '],['3.0 out of 5 stars'],['Inner pot is NOT good quality. Customer service gave me a very hard ...']
1911,['Mary H. Gonzales'],['Frozen chicken to cook.  Directions call for 10minutes but I had to cook it for another 10 minutes to ensure it was cooked properly.  Once I got it out the chicken was very tender and juicy!'],"['on December 13, 2015']",['\n      3 people found this helpful.\n    '],['4.0 out of 5 stars'],['Cooking frozen chicken pieces.']
1912,['Madeline Horton (aka Madeline Fiduccia Carey)'],"['It has been a long time since I have used a pressure cooker and this is the first time using an electric pressure cooker.  I have been amazed a what a wonderful product this is!  So far I have made stew, soups and vegetable medleys.  If you are on the fence, get off and jump in.  You will not be disappointed,']","['on January 29, 2016']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['A wonderful product']
1913,['Bhavna'],"['\xa0I have been pressure cooking for years but when I had my new born kids, I always wished I had cooker that would not blow whistle..and finally, thanks to power pressure cooker company. This cooker cooks so quietly and quickly almost everything. It has many other functions such as canning, preserving, pickling and more but I do lot of cooking and it is very useful for big family.', 'I steam veggies, boil beans, peanuts, and do lot of cooking like brown rice, veg chili bean and so on..']","['on September 28, 2015']",[],['5.0 out of 5 stars'],['I simply love this cooker!']
1914,"['Kathryn, Elizabeth &amp; Caroline DiSalvatore']","['My sister and I received this product for Christmas in 2016.  After approximately 6 uses each, the pot would no longer heat up.  The digital board would come on, but the heat element would not.  After calling the company, the only thing they would do was to replace it for a $25.00 check to send a replacement cocker.  That was after I paid to ship it to them.  So likely around half the cost of the product to get a new one after only 6 uses.  We both have decided to get another brand.  Definitely do not recommend this appliance.']","['on March 6, 2018']",[],['1.0 out of 5 stars'],['Do Not Buy']
1915,['Richard Allison'],"['I love the cooker ! everything we cook comes out perfect .as far as canning use common sense ,green beans will take a least forty minutes .peaches twenty.']","['on August 16, 2015']",['\n      15 people found this helpful.\n    '],['5.0 out of 5 stars'],['I love the cooker']
1916,['Curtis Peters'],['I am horribly disappointed in this machine. I have owned it for 4 months and it has stopped working. It will not heat at all. According to their website they only have a 60 day warranty. Will be buying the instapot to replace it. The reviews are much better and the minimum warranty is 1 year.'],"['on March 24, 2017']",[],['1.0 out of 5 stars'],['Disappointed waste of money']
1917,['bonnbonn'],"[""I have used this cooker 3 times now and all 3 times the meat is tough. I'm learning you have to do your own times because the times it suggests is totally wrong. I have made the smother porkchops with onions.. the meat tough and the onions burned. 2nd dish was swiss steak.. Suggested time... wrong ! the steaks were still tough. had to cook them 20 minutes longer and still was not happy. I made a pot roast last night ..the directions say 25 minutes under pressure but I automatically added 15 minutes and the meat was still tough but the veggies overcooked and soggy. The directions are very useless to say the least.  I hate your pressure cooker.  People... don't waste your money ! Cook the conventional way ...you'll be much happier ! Thanks for your junk pressure cooker ! It's been a lovely hair pulling experience !""]","['on January 12, 2016']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],"[""Don't waste your money !!!!!!!!!!!!!!!!!!!!""]"
1918,['D. Miller'],"['This was a difficult review to write.  My wife purchased this item elsewhere about 9 months ago.  It was ABSOLUTELY FANTASTIC.  It did absolutely everything it claimed it did.  We used it often and loved it.  I could go into more detail, but you get the picture.', 'However, you may have noticed I wrote in the past tense.  After that 9 months, this item absolutely died.  Unplugged it, left it overnight, tried different outlets: it\'s dead Jim.  Some ""after the fact"" internet research provided that there were many stories of this happening.  You can check that for yourself. The thing just stops working. No signs of electrical life.', ""So I gave it 3 stars out of fairness for being so great.  But then it died in 9 months.  So there's that. Caveat emptor.""]","['on July 12, 2016']",['\n      One person found this helpful.\n    '],['3.0 out of 5 stars'],['Great While it Lasted']
1919,['Mark Bartholomew'],"['This won\'t  go down as a ""verified"" purchase because it was a gift.  However it is a real review.  We have had this for almost a year and used it about 6 times.  It just all of a sudden quit working.  It\'s done.  The warranty is 60 days.  Read reviews on the internet about complaints about it quitting working.  Don\'t buy it.']","['on March 6, 2017']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['Do not buy it']
1920,['Arlene Abellana'],"['Lousy product with cheap parts. It will spew boiling hot juices all over your cabinets, and skin, and the cheap plastic gaskets come off and get lost easily. Stay away from their products.']","['on October 9, 2017']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['and the cheap plastic gaskets come off and get lost easily. Stay away from their products']
1921,['Amazon Customer'],"['The Inner Pot has Cheap Teflon Coating that Flakes and chips off in the Food which  started almost immediately with the first use. This is a Health Hazard. I have only had the pot 4 mos.  I had to stop using the pot because I cannot locate a Stainless Pot the same dimensions. Customer Service from Power Pressure Cooker is not helpful.  The cooker itself preformed well. But the Inner Pot is just dreadful.', 'Spend a bit more Money and Buy and Instant Pot.  I got mine as a gift.  Otherwise i would not have this brand at all.']","['on March 11, 2018']",[],['1.0 out of 5 stars'],['Dreadful Inner Pot']
1922,['jj'],"['very disappointed with this unit. As some reviewers have stated very hard to open or close the lid.', ""don't buy it and save yourself a headache, if you do buy it, buy it from a local retail  store so don't have to pay for shipping (about $58) for returning the unit back and forth. I can guaranty you will return it and/or you won't be satisfy with it if they don't fix the defective design in opening or closing the lid. I always come to amazon to get some feedback. This time I didn't do  my work, for that shame on me  and SHAME on power pressure cooker XL for a bad design protocol of this unit."", ""By the way I got it straight from the company and I would like to thank  Amazon for let us put reviews even  if  we don't buy the product  from Amazon for that reason and many more I give Amazon 10 ten Stars."", 'Very dissapointed']","['on November 9, 2014']",['\n      71 people found this helpful.\n    '],['1.0 out of 5 stars'],['very disappointed with this unit']
1923,['riveredge1'],['Took me a bit to get lid on but read some commits and they were so helpful....dont like cook book that came with it or directions and glad for google videos.  Cooked a whole chicken and it was fantastic..then bbq ribs and I bought this because I could never cook ribs to the tender fall off the bone and next day have them still be tender...this machine did the trick in a few minutes...love love love this...now to get a good cook book'],"['on December 17, 2015']",[],['5.0 out of 5 stars'],['Fabulous ribs...']
1924,['rebecca maddix'],"['Just bought it today.  They forgot to mention on the commercial that it takes up to 17 minutes to heat up!  They tell you that you can go from frozen food to cooked in about 10 minutes, but that is not true if you add on the 17 minutes!  I bought this because sometimes I forget to take out the meat from the freezer and it is frozen when I get home. But it would take less time in the microwave to defrost the meat then wait for pressure cooker to be ready.  Sending it back.']","['on October 7, 2014']",['\n      206 people found this helpful.\n    '],['1.0 out of 5 stars'],['Just bought it today. They forgot to mention on ...']
1925,['C. Sanabria Damron'],"[""In LOVE with my new toy! I can honestly say that this is one infomercial I am soooooo glad I watched. I got it over the weekend.... Unfortunately not on Amazon cause I couldn't wait the 2 days to get lol I made 4 LBS of ribs in 30 minutes, it did take a few minutes to build pressure before the 30 minutes of cook time.... But seriously who cares. Compared to the amount of time I would spend normally boiling, then baking and never ever get them this tender.... No contest. I cooked then added extra barbeque sauce, through in a shallow pan and tossed in the oven to broil for like 7 minutes just to get the crispy barbeque crust. Had diced up onions and chayote when I put ribs in the cooker and they came out perfect too. Best ribs ever 💜💞💚.""]","['on January 24, 2015']",['\n      4 people found this helpful.\n    '],['5.0 out of 5 stars'],['Best kitchen appliance purchase in years....']
1926,['the Webster'],"[""This is the BEST pressure cooker!  I love the fact that you can sear your meat before cooking.  I made a pot roast the other day and it was amazing.  The meat was tender; the potatoes, beans, etc. stayed together and didn't 'mash' up and it saves so much time.  Chili is my next meal.""]","['on January 12, 2017']",[],['5.0 out of 5 stars'],['BEST pressure cooker..... EVER!']
1927,['Reza'],"['very nice item, handy and useful. instructions and labeling are not clear. the face panel looks flimsy but to be fair no issue after a couple of months of use yet. Wish it had the rice cooking too.']","['on November 30, 2017']",[],['4.0 out of 5 stars'],"['very nice item, handy and useful']"
1928,['Mike B'],"['I bought this unit, and I have gone through 2 of them in 3 months. I enjoyed the food I made in the pressure cooker, and if it kept working, it would be a 4 star. The first one failed in the first week. The company that makes it has really crappy service, and I ended up returning the unit where I purchased it. I got a replacement and that unit lasted maybe 45 days. I did use it about every other day, Worked flawlessly till it just popped one day and would not light up. Blew the circuit, and when the breaker was reset, the unit would not come on. Did the song and dance with the manufacturer and they said it was out of warranty because they dropped the warranty from 90 to 60 days. If you are going to buy this unit, get it from Amazon or some other retailer that will back it, because the original manufacturer is terrible with customer service. After I was refunded on the 2nd unit, I spent more money for a http://www.amazon.com/Elite-EPC-1013-Platinum-Electric-Stainless/dp/B00JZKTF98/ref=sr_1_12?s=home-garden&ie=UTF8&qid=1438102569&sr=1-12&keywords=pressure+cooker+amazon']","['on July 28, 2015']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['Was Great When It Worked']
1929,['Dr. J'],['I sent this to my daughter. She works long hours and this cooker comes in handy. Ireally like the one I have.'],"['on March 28, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Ireally like the one I have']
1930,['Allen'],['I have bought 2 of these now through a tv purchase channel QVC  both of these products fail after the initial cleaning they said I can keep returning. My wife and I were excited about this product but all it gives are E3 error messages which the manufacturer says is a faulty sensor. They say there have been no complaints so far . Is there something we are doing wrong'],"['on October 15, 2015']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['Failure x2']
1931,['Debbie Welch'],"['I received it on a Friday and returned it three days later.  It had no directions, no warranty, no cookbooks.  It was small in size and did not ""measure"" up to the enhancements given.  It is a piece of junk.  The customer service was substandard as well.  I was charged for shipping and handling for delivery (which I understand), but  was also charged an additional $14.90 RETURN shipping and handling fee as well.  I lost alot of money in this foolish purchase.']","['on November 19, 2014']",['\n      32 people found this helpful.\n    '],['1.0 out of 5 stars'],['Piece Of Crap!!']
